Seq,source,title,tags,apply_space,apply_style,apply_cost,output_text
9946,paired,나만의 공간이 있는 산뜻한 신혼집,"관리가쉬운욕실, 관리하기쉬운, 휴판넬, 욕실은휴판넬, 깔끔다용도실, 세탁기수납, 세탁기장, 깨끗한주방, 아늑한주방, 깔끔한, 내추럴다이닝, 아기자기, 듀이노르딕패브릭, 노드딕패브릭소파, 모던한서재, 블랙화이트서재, 무드있는붙박이장, 빌트인플러스장, 여유로운출근, 출근장, 신혼부부티타임, 홈카페, 홈카페선반, 홈카페수납, 언제나청결한, 청결한욕실, 내추럴욕실, 운동방, 멀티룸, 필라테스룸, 은은한침실, 은은한부부침실, 은은한, 무드있는, 취미공간, 운동공간, 요가룸, 한샘듀이노르딕패프릭소파, 패브릭소파추천, 거실에서차한잔, 커피한잔, 화이트주방, 홈카페주방, 베이킹하기좋은","spa_0008, spa_0001, spa_0009, spa_0010, spa_0005, spa_0007, spa_9999",sty_0002,cos_0003,이곳은 햇살을 받으며 행복하게 티타임을 즐기는 신혼부부를 상상하며 산뜻한 홈 카페처럼 꾸며보았어요. 티비장 한 켠의 미니 수납공간에 커피를 위한 소품들을 두어 제대로 홈 카페 분위기를 즐길 수 있답니다. - 부엌은 화이트 도어를 통해 깔끔함을 살리면서 산뜻한 집안의 분위기로 연출했어요. - 함께 요리하며 아기자기한 식사시간을 보낼 수 있도록 부엌 한켠에는 내추럴한 다이닝 공간을 배치했습니다. - 남편분 역시 독립된 취미 공간이 필요하겠죠? 이곳은 남편의 자유로운 휴식 시간을 상상하며 스타일링 해드렸습니다.
9948,paired,아이를 위한 수납공간이 알찬 우리집,"공간활용, 서재및드레스룸, 깔끔서재, 글래드그레이컬러, 모던시크침실, 침실3단서랍장, 모던화이트현관, 벤치장활용, 밀란메이식탁, 숙제하기좋은, 거실에식탁놓기, 멀티식탁, 밀란302, 다용도테이블, 밝고화사한, 화사한주방, 위든식탁, 4인식탁, 화이트다이닝, 벤치장, 벤치장현관, 벤치장인테리어, 현관꾸미기, 화이트현관, 아이놀이공간, 보이지않는수납, 장난감수납, 숨김정리, 숨김수납, 부부욕실추천, 그레이욕실, 세련된욕실, 빌트인플러스, 빌트인플러스아이방, 빌트인플러스책상, 화이트서재, 집중이잘되는서재, 서재에옷보관, 서재수납, 자형빌트인옷장, 자형옷장, 아이들물건정리, 거실장활용, 스칸디블랙, 모던욕실의정석, 심플침실, 눈이편안한, 아일랜드식탁배치, 주방동선팁, 주방동선꿀팁, 에어스레서장, 월플러스, 깔끔한거실, 넓어보이는거실, 정돈된느낌, 4인테이블, 첫방, 독립심심어주기, 스스로정리하기, 침실파우더룸, 환기가잘되는","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,cos_0005,"만현마을9단지 엘지자이 34평형 아파트입니다. 방 3개와 화장실 2개와 발코니를 가지고 있는 구조예요. - 거실장을 활용하면 아이들의 물건을 보이지 않게 정리할 수 있습니다. 아이가 있으신 고객 분들이 가장 만족하세요! 아이를 키우신다면 정말 추천드려요. - 거실에 테이블을 배치한다면 아이들의 숙제를 봐주기도 하고, 간식타임을 가지기에도 좋답니다! - 부엌공간은 밝고 화사해 보이지 않으신가요? 거실과 마찬가지로 하얀색 벽지와 가구를 활용하였어요. - 중앙의 아일랜드 식탁을 설치해 조리공간과 식사공간을 분리하였어요. - 침실은 큰 수납 가구는 덜어내고, 침대와 TV가 놓인 오로지 휴식만을 위한 공간으로 꾸몄어요. 화이트보다는 베이지톤의 벽지와 바닥재를 활용하여서 눈을 편안하게 해주었어요. - 글래드 그레이 컬러의 수납장으로 모던하면서 시크한 느낌의 호텔 침실을 만들어 보았습니다. - 침실 옆 작은 공간에 파우더장과 에어드레서장을 설치하여 수납 공간으로 활용하실 수 있어요. - 처음으로 방이 생긴 아이를 위한 공간입니다! 나만의 방은 아이에게 독립심을 심어주고 스스로 정리하는 습관을 기를 수 있게 해주죠."
9954,paired,함께 놀고 공부하는 다용도 거실,"내아이첫방, 아이방꾸며주기, 상상력, 눈높이책상, 스스로학습, 다용도거실, 거실에식탁배치, 다용도식탁, 모던욕실, 관리가쉬운, 밀란201, 밀란201소파, 혼자만의티타임, 혼자만의독서, 독서하기좋은, 밀란메이타원형식탁, 밀란302메이, 한샘타원형식탁, 거실에서공부하기, 거실에서숙제하기, 아이들을위한거실, 밀란바스, 스칸디블랙, 모던욕실의정석, 서재드레스룸, 서재드레스룸동시에, 수납공간서재, 오픈형주방, 거실이보이는주방, 거실이보이는, 탬버조명, 한샘탬버, 작은방서재활용, 작은방드레스룸활용, 서재만들기, 드레스룸만들기, 좋은습관만들기, 보물창고, 평상형, 평상형수납, 스스로, 정리하는습관, 패브릭부부침실, 패브릭소파인테리어, 한샘빌트인플러스, 빌트인플러스거실장, 빌트인플러스티비장, 한샘탬버조명, 화이트주방, 오픈형주방인테리어, 오픈형주방꾸미기","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_9999",sty_0002,cos_0005,"만현마을9단지 엘지자이 34평형 아파트입니다. 방 3개와 화장실 2개와 발코니를 가지고 있는 구조예요. - 거실 중앙에 식탁세트를 배치하여 아이와 부모가 함께할 수 있는 곳으로 만들었어요. 거실의 탁자는 부모의 취미 또는 작업공간이 되기도 하고 아이의 학습공간이 되기도 해요. 함께 책상을 공유하면서 자연스럽게 친밀감을 형성하고, 유대감을 높일 수 있어요. - 빌트인 슬라이드장을 활용하면 아이의 갤러리로 만들 수 있습니다. 마그네틱 슬라이딩도어에는 아이의 그림을 걸어 개성적인 공간으로 만들어주세요. - 따뜻한 그레이 톤의 침실 모듈입니다. 침대 옆 데스크는 화장대 겸용으로 사용할 수 있어요. 침실은 아이의 방과 같은 패브릭을 사용하는 것을 제안드려요 아이가 혼자 잠을 자더라도 부모님과 좀 더 연결 되어있음을 느낄 거예요. - 아이에게 내방이 생긴다는 것은 큰 기쁨이죠. 이런 방을 가지고 있다면, 친구들을 초대하여 함께 놀고 싶을 거예요. - 평상 수납장은 아이에게 좋은 놀이터가 될 거예요. 자신의 특별한 물건을 숨겨놓는 보물창고가 되기도 하고, 평상위에 올라서면 바다위에 떠다니는 배가 되어 모험을 즐기기도 할 겁니다."
9955,paired,"햇살 맛집, 화이트 클래식 홈카페","거실포인트조명, 거실포인트주기, 내추럴욕실, 내추럴바스, 한샘바스, 월넛욕실, 편안한감성, 독립형아일랜드, 미니아일랜드, 심플아이랜드식탁, 모던서재, 일하기좋은, 일하기좋은서재, 발코니카페, 발코니꾸미기, 홈카페만들기, 서재수납공간, 서재붙박이장, 깔끔화이트서재, 아이방꾸며주기, 아이방인테리어, 핑크아이방, 핑크인테리어, 핑크방꾸미기, 아이방수납책상, 수납책상추천, 공부가잘되는, 집중이잘되는, 아이방화장대, 과하지않은, 업무가잘되는, 깔끔서재, 유로604, 유로603세트, 모던클래식침실, 클래식침실, 클래식침실꾸미기, 유로604침실, 한샘프렌치화이트, 프렌치화이트, 유로604협탁, 클래식협탁, 유로클래식, 유로프레임, 유로현관장, 클래식현관장, 유로파사드, 거실장추천, 한샘거실장, 공간넓게활용하기, 유로거실장, 유로AV장, 클래식거실, 클래식서랍장, 침실서랍장, 침실화이트서랍장, 프랜치화이트, 유로604서랍장, 클래식주방, 클래식화이트, 유로주방, 유로로엔화이트, 로엔화이트, 클래식키친, 클래식화이트주방, 요리하고싶어지는, 깔끔한현관장, 화이트현관장, 현관꾸미기, 클래식화이트키친, 깔끔주방, 주방인테리어, 핑크로방꾸미기, 햇살맛집, 햇살이잘드는, 홈카페, 화이트4인식탁","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,cos_0007,연원마을(삼호벽산) 32B평형 아파트입니다. 방 3개에 욕실 2개 구조예요. - 어서 오세요! 따사로운 햇빛이 들어오는 화이트 클래식 스타일 발코니 홈 카페를 소개합니다
9956,paired,천연원목으로 은은한 모던클래식,"가죽소파, 밀란디오소파테이블, 모던내추럴거실, 내추럴무드침실, 내추럴무드, 내추럴욕실, 원목욕실, 자연친화적, 내추럴원목서랍, 내추럴원목서랍장, 내추럴서랍, 침실서랍장, 대학생방인테리어, 빌트인플러스책상, h형책상, 모던클래식무드, 모던클래식키친, 화이트주방, 모던클래식주방, 위든와이드식탁, 위든다이닝식탁, 모던클래식중문, 한샘밀란중문, 모던클래식현관, 현관장, 현관장거울, 모던한테이블, 모던식탁, 모던4인식탁, 위든4인식탁, 위든식탁, 미니아일랜드장, 화이트아일랜드, 바흐드레스룸, 모던드레스룸, 오픈형시스템장, 블랙포인트다이닝, 빌트인플러스수납, 새내기인테리어, 뻔하지않은, 옐로우포인트, 산뜻한아이방, 채광이잘드는아이방, 소프트한클래식, 소프트한거실, 블랙포인트거실, 아트월베드, 우드바닥침실, 부부의대화, 원목침실, 유로503, 유로503침실, 4인식탁추천, 유로503서랍, 지루하지않은, 대리석현관, 브론즈미러현관, 천장시공, 브라운아트월, 플랙포인트거실, 블랙암체어, 폴딩도어인테리어, 핑크빛, 핑크판넬, 핑크포인트욕실, 로맨틱한욕실, 호텔식침실아트월, 편안한침대, 내추럴침실, 모던내추럴침실, 아일랜드활용하기, 요리하고싶어지는, 정리가잘되는주방","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0002, spa_0003, spa_0007, spa_0011, spa_9999",sty_0002,cos_0005,"연원마을 삼호벽산 아파트입니다. 방3 개 욕실 2개의 구조로 3인 가구에게 넉넉하지도 부족하지도 않은 공간입니다. - 진한 우드결의 바닥재로 자칫 무겁게 느껴질 수 있는 공간이지만, 밝은 색상과 모던한 디자인의 가죽 소파와 1인 암체어, 그리고 플로어 조명을 배치하여 모던 클래식함이 연출해 보았습니다. :) - 베이지톤의 자형 주방이예요. 비교적 공간이 타이트했기 때문에 아일랜드장이 있는 변형된 자형 부엌이 수납은 물론 요리할 때 동선에도 굉장히 효율적입니다. - 우드 마감의 아트월 베드와 선반형 화장대가 바닥재와 함께 내추럴한 무드를 극대화하는 부부 침실이에요. 베드 한쪽에는 협탁을, 한쪽에는 부부가 마주보고 앉아 대화할 수 있는 공간으로 꾸며보았습니다."
9957,paired,실현 가능한 34평 호텔 같은 집,"모던화이트욕실, 바흐드레스룸, 모던드레스룸추천, 빠른외출준비, 바흐아일랜드, 발코니빌트인장, 그레이빌트인장, 부드러운, 베이지톤, 베이지톤침실, 부드러운느낌, 편안한침실, 편안한느낌, 브라운파티션, 색깔있는파티션, 브론즈거울, 현관거울, 세련된현관, 세련된첫인상, 세련된거실, 내추럴거실장, 아르페월넛콘솔장, 수납력좋은아이방, 아이방꾸며주기, 아르페월넛, 바흐테이블, 매그넘슬라이딩가죽소파, 한샘가죽소파, 안방욕실추천, 모던한안방욕실, 오닉스대리석, 스모크브라운파티션, 인칸토테이블, 포세린스톤테이블, 파인다이닝, 식당온것같은, 중학생방꾸미기, 수납하기좋은, 학습하기좋은, 휴식하기좋은, 빌트인플러스책장, 중후한, 고급스러운, 호텔라운지같은인테리어, 차콜그레이빌트인장, 차콜그레이, 주방그레이인테리어, 차분한주방, 침실3단서랍장, 파우더형수납장, 카라라패턴, 모던현관, 골드디테일오브제, 오브제활용, 골드디테일, 카라라패턴욕실, 중학생욕실, 젊은감각욕실, 편안한무드, 차분한부부침실, 호텔라운지, 라운지형거실, 라운지처럼꾸미기, 환한거실, 세려된거실","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0002, spa_0003, spa_0007, spa_0004, spa_0011, spa_9999",sty_0002,cos_0005,"장미마을 삼성래미안 2차 34평형 아파트입니다. 방 3개와 화장실 2개를 가지고 있는 구조예요. - 세련된 첫 인상을 연출하기 위해 브론즈 거울과 고급스러운 터치도어를 사용하였습니다. - 다크 월넛 바닥재와 그레이색의 월플러스 완벽한 조화를 이루어 세련된 거실입니다. - 자연스러운 원목 색상과 질감의 아르페 월넛 콘솔장, 차콜 색상의 러그 위 매그넘 슬라이딩 가죽 소파를 배치하여 호텔 라운지와 같은 거실을 연출하였습니다. - 차콜그레이 도어의 빌트인장을 둔 부엌입니다. 특유의 깊은 색상이 부엌 상판의 화이트 대리석 패턴과 어우러져 고급스러움을 극대화합니다. - 부드러운 베이지톤으로 편안한 분위기를 조성한 부부 침실입니다."
9958,paired,원목의 따뜻함이 돋보이는 인테리어,"긴빌트인장, 블랙화이트빌트인장, 내추럴오크바닥재, 은은한베이지거실, 베이지톤거실, 대면형구조주방, 즐거운식사시간만들기, 모던한현관, 바흐드레스룸, 모던드레스룸, 오크드레스룸, 바흐쉘빙모듈, 바흐낮은장, 발코니에붙박이장, 환기잘되는거실, 부부만의휴식, 내추럴브라운무드, 유로503, 호텔식침대, 호텔식아트월, 블랙수전, 모던한주방수전, 비확장거실폴딩도어, 비확장거실꾸미기, 거실환기시키기, 산뜻한아이방, 산뜻한인테리어, 빌트인플러스아이방, 아일랜드주방, 거실이보이는주방, 다용도아일랜드, 옐로우포인트, 빌트인플러스책장, h형책상, 오크빌트인화장대, 드레스룸화장대, 월플러스로거실꾸미기, 월플러스인테리어, 은은한디테일, 유로503서랍장, 자연스러운서랍장, 공간에어우러지는, 유로503침실, 내추럴침실, 유로7루나, 루나바스, 유로바스, 화이트바스추천, LED거울욕실, 유로7부티크, 유로부티크, 브라운톤욕실, 인칸토식탁, 고급식탁, 깨끗한다이닝, 주방빌트인수납장, 화이트빌트인수납장, 깔끔한주방만들기","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0003, spa_0007, spa_0011, spa_9999",sty_0002,cos_0007,"언남동 장미마을 삼성레미안 2차 34평형 아파트입니다. 거실과 부엌이 연결된 구조에 방 3개, 욕실 2개로 이루어져 있지요. - 내추럴 오크 바닥재와 은은한 베이지 톤이 함께 어우러지면서 공간의 이미지를 만들어주기 때문에, 특별한 장식 없이도 효과적인 인테리어가 가능해요. - 화이트 톤 속에서 은은한 디테일을 뽐내는 월플러스로 꾸민 벽 덕분에 공간의 브라운톤이 더욱 풍부해졌어요. - 웜톤의 그레이 폴딩도어는 베이지톤 공간이 가벼워 보이지 않게 균형을 잡아주는 역할을 해요. 그 뿐만 아니라 날씨가 좋은 날에는 폴딩도어를 활짝 열어 식물들의 생기를 거실로 가져올 수도 있죠. - 이번에 보실 공간은 거실과 이어진 부엌 공간인데요, 화사한 화이트톤 벽지와 은은한 광택의 수납장이 깨끗한 다이닝 분위기를 만들어요. - 부부만의 휴식 공간인 침실은 어떨까요? 이곳 역시 내추럴 브라운 무드로 통일감을 주었는데요. 호텔에 있을법한 고급스러운 아트월 침대와 은은한 활력이 느껴지는 녹색 미니 소파를 조합해봤어요! - 눈에 띄기보다 자연스럽게 공간에 어우러지는 심플한 디자인의 원목 서랍장도 한쪽에 배치했는데요, 빵빵한 화장대 스톨과 원목 프레임 거울을 더해 귀여운 화장대로 꾸며드렸어요! - 혹시 휴식 공간만 신경 써서 꾸미고 계시지 않은가요? 복잡한 창고가 되기 일쑤인 옷방도 바흐 쉘빙 모듈을 조합해 옷 고를 맛 나는 우아한 드레스룸으로 꾸며줬어요."
9960,paired,육아 퇴근 후 여유를 즐길 수 있는 집,"거실을놀이공간으로, 둥글고낮은가구, 다치지않는, 안전한거실, 아이가놀기좋은, 거실이보이는주방, 느긋한휴식공간, 느긋한침실, 느긋한휴식, 버니벙커침대, 아이의아지트, 아지트만들기, 벤치형수납장, 거실을놀이방처럼, 놀기좋은거실, 아이를위한, 부부가함께, 함께요리하기, 부부만의공간, 부부의멀티룸, 부부의휴식, 거실대신멀티룸, 멀티룸티비, 리클라이너소파, 유로405, 유로405소파, 빌트인플러스TV장, 빌트인플러스그레이, 샘키즈수납, 아이방수납, 장난감수납, 장난감배치, 거실장난감배치, 집의첫인상, 은은한현관, 차분한욕실, 차분한안방욕실, 선반장도어거울, 침실발코니활용, 침실발코니홈카페, 부부만의정원, 편안한식사, 편안한다이닝, 차분하게, 밀란메이, 메이원형식탁, LED미러욕실, 관리하기쉬운, 물때가끼지않는","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0011",sty_0002,cos_0007,"그레이톤에 밝은 원목을 살짝 더해 개인적이고 느긋한 휴식공간으로 연출했습니다. - 침대 맞은편에는 은은한 그레이톤 도어의 빌트인 플러스를 설치했는데요, 큰 사이즈의 TV에 맞춰 설계할 수 있어 어색함 없이 효율적으로 공간을 활용할 수 있습니다. - 확장 공사로 없어진 거실의 테라스를 이곳에 작게나마 만들어 부부만의 정원으로 꾸몄어요. - 거실은 아이의 놀이 공간으로 사용할 수 있도록 둥글고 낮은 가구를 배치했습니다. 또한 밝은 바닥과 벽재를 선택하고 파스텔 톤의 귀여운 아이템으로 아이에게 친숙한 공간을 연출했죠. - 주방 대부분을 차지하고 있는 수납장은 차분한 그레이 컬러를 선택하여 편안한 식사 공간으로 만들었습니다. - 조리대가 거실을 향한 구조이기 때문에, 아이가 거실에서 노는 모습을 지켜보며 일할 수 있어요. - 버니 벙커 침대를 놓아 아이만의 아지트를 만들어주었어요. 이곳이면 엄마 아빠 없이도 씩씩하게 잠들 수 있을거예요. - 커다란 LED 미러가 환하게 밝혀주는 공용욕실입니다. 이음새가 없어 물때가 끼지 않는 휴판넬을 사용했기 때문에 새하얀 욕실도 쉽게 관리할 수 있어요."
9961,paired,활기찬 쌍둥이네 내추럴인테리어,"내추럴한, 편안한분위기거실, 가림수납, 벙커침대인테리어, 아이2층침대, 아이방꾸미기, 버니벙커, 부드러운분위기, 메이타원형식탁, 빌트인플러스장, 유로602침대, 슬라이딩도어빌트인플러스, 문위치조절가능한, 슬라이딩빌트인플러스, 빌트인플러스아이방, 숙제하기좋은, 아이공부방, 공부방꾸미기, 아이학습, 학습하기좋은, 학습지하기좋은, 아이수납행거, 유아수납행거, 스스로정리하는습관, 우드소재욕실, 내추럴욕실, 밝은느낌, 아이가쓰기좋은욕실, 유로602, 밴치형의자인테리어, 미니서재느낌, 침실서재, 침실드레스룸, 모던화이트침실, 화이트부엌장, 화사한주방, 자연스러운주방분위기","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_9999",sty_0002,cos_0005,"연원마을(삼호벽산) 32B평형 아파트입니다. 방 3개에 욕실 2개 구조예요. - 내추럴 톤의 편안한 분위기의 거실입니다. 소파 뒤쪽에 위치한 와이드한 빌트인플러스장은 공간에 여유로운 느낌을 주며, 수납물품을 깔끔하게 가림 수납 가능해요. - 별도의 드레스룸이 없어도, 빌트인플러스장 하나면 부부의 옷을 보관하기에 충분할 수 있어요. 또한 파우더장이 함께 있는 빌트인플러스를 선택하신다면 공간도 보다 더 효율적으로 사용하실 수 있습니다. - 아이들이 부모와 떨어져 독립수면 할 때가 오면, 많이 두렵고 외로워 할 수 있는데요. 이럴 때, 벙커침대를 아이방에 놓아줘보세요. 자녀가 한 명이라면, 처음엔 부모님이 같이 주무시다가 나중엔 아래층을 놀이공간으로 사용하시기 좋아요. 물론, 이 집은 쌍둥이 자매가 있어 둘이서 사용하기 딱이죠. - 아이들과 같이 놀 수도 있고, 선생님이 방문하시는 경우에 아이들 공부방으로 딱 좋은 공간이에요. - 아이와 쓰는 욕실은 자연의 느낌이 들도록 우드 소재를 사용했습니다."
9962,paired,"따로, 또 같이. 신혼부부를 위한 공간","자형빌트인수납장, 만능수납, 거실AV장, 거실티비놓기, 그림같은주방, 사진찍기좋은주방, 부부가함께요리, 노출콘크리트느낌, 시크한욕실, 유니크한벽판넬, 브라운타일현관, 깔끔한현관, 빌트인드레스룸, 소통하는주방, 대면형주방, 거실이보이는주방, 신혼부부키친, 알레철제선반, 네스트소파, 운동방, 요가하기좋은, 유로402침대, 유로402, 크림색침실, 크림침실, 은은한침실, 침실화이트서랍장, 화이트3단서랍장, 일기쓰기, 컴퓨터장비, 장비수납, 한샘3연동중문, 중문인테리어, 현관중문꾸미기, 현관인테리어, 홈카페, 거실홈카페, 거실홈바, 홈바테이블, 홈카페테이블, 홈트레이닝, 홈트하기좋은, 홈파티하기좋은, 홈파티식탁, 밀란메이, 1800식탁, 휴판넬, 휴플로어, 은은한빛, 은은한욕실, 고급스러운욕실","spa_0008, spa_0001, spa_0009, spa_0010, spa_0002, spa_0005, spa_0007, spa_0011, spa_9999",sty_0002,cos_0007,장미마을 삼성래미안2차 34평형 아파트입니다. 방 3개와 화장실 2개를 가지고 있는 구조예요. - 한 폭의 그림 같지 않나요? 소통이 가능한 대면형 주방은 요리를 좋아하는 남편과 사진 작가인 아내가 소중한 시간을 카메라에 담을 수 있는 최상의 구조가 될거예요! - 유로 402 침대에 오트밀 패브릭 헤드를 얹으니 붙박이장의 크림색과 함께 부드러운 무드가 조성되죠? - 1인 크리에이터이자 스트리머인 남편을 위해 시크하게 조성한 개인방이에요! 각종 장비를 올려두기 넉넉한 철제선반형 책상은 물론 영상에 보이는 뒷배경을 위한 검은 커튼까지!
9964,paired,"여백의 미, 심플 모던 그레이 스타일링","건식, 건식욕실, 서양식욕실, 깔끔한욕실사용, 대면형주방, 거실이조이는주방, 자주방구조, 대화하면서요리, 모던거실, 월넛바닥재, 모던주방, 유로터치, 미니멀라이프, 가구최소화, 허전하지않은거실, 밝은부부침실, 밝은톤, 편안한침실, 블랙폴딩도어인테리어, 빌트인플러스아이방, 아이방꾸미기, 세련된욕실, 세련미넘치는, 모던욕실, 유니크패턴, 심플한, 아늑한, 심플한3단서랍장, 유니크한욕실, 모던유니크, 자녀방빌트인플러스, 집중하기좋은구조, 집중하기좋은, 똑똑한수납, 터치도브도어, 노바그레이바닥, 한샘중문","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0007, spa_0011, spa_9999",sty_0002,cos_0005,삼호벽산 아파트입니다. 방3 개 욕실 2개의 구조로 3인 가구에게 부족하지 않은 공간입니다. - 발코니는 블랙컬러의 폴딩도어로 사색공간으로서 충분하도록 차분함을 채웠습니다. 또한 빌트인플러스장을 배치해 거실의 가구를 줄였습니다. - 중학생 자녀를 둔 고객님이 아들과 대화하며 저녁 준비하는 시간이 가장 즐겁다는 코멘트를 떠올리며 구성한 부엌입니다.
9965,paired,에너지가 넘치는 포인트 인테리어,"가족라이브러리, 거실을도서관처럼, 책읽기좋은거실, 다용도식탁, 밀란메이, 밀란메이벤치의자, 학습지하기좋은, 개방감있는복도, 복도인테리어, 내추럴복도, 개방감있는주방, 개방감있는현관, 현관중문, 거실에서공부하기, 숙제하기좋은거실, 거실포인트월, 브라운아트월, 리듬감있는거실, 공부하기좋은거실, 거실다용도책상, 관리하기쉬운욕실, 모던내추럴욕실, 실용적인욕실, 내추럴거실, 데스크형화장대, 개인공간활용, 커피한잔, 책읽기좋은침실, 모던한욕실, 패브릭패턴욕실, 코튼화이트휴판넬, 벤치형수납장, 정리하는습관, 책읽기좋은, 아이휴식, 벤치형책장, 아이방빌트인플러스, 햇살이잘드는, 복도빌트인현관장, 갤러리같은복도, 복도꾸미기팁, 복도형현관꾸미기, 복도형현관인테리어, 시원한개방감, 빌트인플러스서재, 서재인테리어, 업무가잘되는, 집중이잘되는서재, 빌트인플러스장, 주방빌트인플러스, 주방용품수납팁, 서재에옷보관, 서재드레스룸, 서재겸드레스룸, 스칸디블랙, 모던욕실의정석, 모던욕실, 관리가쉬운욕실, 욕실넓어보이게, 넓어보이는욕실, 스타일리쉬욕실, 블랙패턴파티션, 우드그레이상부장, 아내를위한침실, 아이방꾸미기, 트렌디한아이방, 아일랜드후드, 아일랜드후드시공, 엄마를위한침실, 역동감있는방, 생생한컬러, 활력있는아이방, 올화이트주방, 화이트식탁, 인칸토4인식탁, 바흐701, 바흐701인칸토, 자투리공간활용, 공간활용화장대, 작은공간활용, 주방공간활용수납, 작지만모던한, 화이트주방, 주방팬던트조명, 환기가잘되는, 요리하고싶어지는, 깔끔한주방, h형책상, 집중이잘되는, 일이잘되는서재, 화이트톤서재, 집중하기좋은서재, 업무효율","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0005, spa_0007, spa_0011, spa_9999",sty_0002,cos_0006,"장미마을 삼성래미안 2차 39평형 아파트입니다. 방 3개와 화장실 2개를 가지고 있는 구조예요. - 복도형 현관이 답답해 보인다는 고객님들의 고민을 종종 들을 수 있는데요, 고급스러운 모던 화이트 색상의 파티션형 중문으로 시원한 개방감을 연출하면서 불투명 유리로 사생활 보호까지 보장하실 수 있어요. - 미래의 축구선수는 공부도 게을리하지 않죠! 최고의 선생님인 엄마와 함께하는 공부방으로 꾸며본 거실입니다. - 온 가족의 책을 보관할 수 있어 가족라이브러리가 되는 슬라이딩 도어 수납장과 1800 밀란 메이 타원형 식탁을 함께 둔다면 엄마와 자녀가 함께 공부할 수 있는 넉넉한 공간이 된답니다. 아! 아이의 시력을 보호하는 조명도 잊지 마세요! - 상부장을 과감히 없애 창문을 살린 뒤 아일랜드장과 아일랜드 후드를 시공한다면 개방감과 수납력 모두 놓치지 않는 인테리어가 된답니다! - 종종 엄마를 위한 공간이 없어 아쉬워 하시는 모습을 많이 보았답니다. 그래서 한샘에서는 준비하였지요! - 아이의 축용품을 충분히 넣을 수 있도록 수납공간이 많고, 밝고 깨끗한 방을 원하신 고객님을 위해 벤치형 책장을 사용하여 수납력을 높이면서 창문을 막지 않아 빛을 적극 활용하고 화이트 창호와 벽지로 활기찬 분위기를 만들었습니다. - 복도 끝 첫 번째 방은 미래 축수 선수 꿈나무인 자녀의 방입니다!"
9966,paired,한샘이 제안하는 홈카페를 담은 크림앤블랙 인테리어,"서재, 공부방, 옐로우, 폴딩도어, 월필러스, 펜던트등, 포인트, 블랙도어, 간접등, 아치도어, 휴판넬, 휴플로어","spa_0008, spa_0001, spa_0009, spa_0006, spa_0010, spa_0007, spa_0011, spa_9999",sty_0002,cos_0008,"TV자리에는 한샘 월플러스를 설치하여 합리적이면서도 감각적인 디자인을 완성해드렸어요 월플러스란 ? 한샘 월플러스는 한샘의 디자이너가 엄선한 패턴으로 석재, 대리석, 나무 등을 본따 만든 아트 판넬로 대리석과 비슷하지만 목재로 되어있어 합리적이고 디자인적 요소가 뛰어난 제품 입니다. 다양한 패턴의 디자인이 있어 상담 시 샘플을 확인하실수 있어요 - 안방의 한면은 붙박이장을 시공하여 깔끔하면서 수납공간이 확보된 공간을 설계해드렸습니다. 드레스룸으로 가는 통로는 따로 문을 두지 않고 디자인 요소를 가미한 아치게이트를 설치하여 개방감과 함께 디자인적 요소를 더해주었습니다"
9969,paired,"25PY 인천시 포레시안 아파트, 신혼부부를 위한 공간! 모던 심플 리모델링!","무드화이트, 자부엌, 20평대부엌, 주방, 비스포크, 삼성가전, 붙박이장, 플랫화이트, 매트화이트, 화장대, 시스템장, 드레스룸, 옷방, 옷장, 월플러스, 다운라이트, 보조조명, 중문, 복도, 조명, 장판, 현관, 현관장, 현관오픈장, 신발장, 행잉형, 일반형","spa_0008, spa_0001, spa_0009, spa_0010, spa_0003, spa_0007, spa_0011, spa_9999",sty_0002,cos_0006,현관문을 열고 들어오면 가장 먼저 반기는 현관의 모습입니다. 중앙이 오픈된 행잉형 현관장 으로 냄새를 없애줄 방향제와 가족사진 등을 올려두고 하단에는 자주 신는 신발을 놓아두어 편리성을 더했습니다.
