Seq,Title,TagList,apply_space,apply_cost,apply_style
23837,남가좌동 dmc 금호리첸시아 34평 효율적인 동선을 완성한 가구,"무이침대, 아이방침대, 부티크침대, 호텔침대, 레더붙박이장, 플루드소파, 한샘소파","spa_0001,spa_0009,spa_0006",,sty_0002
23844,울산시 언양읍 e편한세상 울산역어반스퀘어 33평 행복지수를 높이는 가구배치,"뉴트럴화이트침대, 호텔침대, 로아드레스룸, 시어터소파, 리클라이너소파, 조이S, 자녀방, 초등학교책상","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003",,sty_0002
23846,울산시 언양읍 e편한세상울산역어반스퀘어 33평 가족의 편의성을 높인 가구배치,"부티크침대, 호텔침대, 스케치붙박이장, 파우더장, 피트소파, 한샘소파, 가죽소파, 한샘빌트인플러스, tv수납장","spa_0001,spa_0009,spa_0006",,sty_0002
23850,울산시 언양읍 e편한세상 울산역어반스퀘어 30평 따뜻한 감성이 느껴지는 홈스타일링,"유닛책상, 서재책상, 인피니모드, 패브릭소파, 필로우침대, 한샘침대, 가죽침대","spa_0001,spa_0009,spa_0006,spa_0005",,sty_0002
23856,울산시 언양읍 e편한세상 울산역어반스퀘어 30평 우리집 북카페로 변신,"바흐서재, 서재책상, 아트월침대, 한샘호텔침대, 오슬로식탁, 다이닝식탁","spa_0001,spa_0009,spa_0006,spa_0005",,sty_0002
23918,고척동 고척아이파크rd 25평 우드색 가구로 완성한 따뜻한 집,"루아소파, 패브릭소파, 리클라이너소파, 서재책장, 서재가구, 플랫서재, 일리스식탁, 세라믹식탁, 한샘드레스룸, 호텔침대, 아트월침대","spa_0001,spa_0009,spa_0002,spa_0003,spa_0005",,sty_0001
23926,부산시 온천동 더샵동래 35평 집안 가득 모듈 형태의 가구배치,"뉴트럴화이트, 호텔침대, 아티산식탁, 한샘식탁, 플루드소파, 한샘모듈소파, 한샘붙박이장, 노아붙박이장","spa_0001,spa_0009,spa_0002,spa_0003",,sty_0002
23939,부산시 온천동 더샵동래 여유와 대화가 오가는 따뜻한 공간배치,"거실장, 한샘파사드, 파사드거실장, 미드센추리, 시에나침대, 청소년책상, 자녀방, 아이디S책상, 한샘자녀방, 한샘소파, 고다소파, 리클라이너소파","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003",,sty_0002
23940,입주예정 평택지제역자이 111a 드레스룸 붙박이장 매치로 수납력 높이기,"바흐드레스룸, 드레스룸, 붙박이장, 스케치, 스케치붙박이장, 서랍장, 유로503, 프레임오크, 호텔침대, 아트월, 멀티패널, 서랍장, 일리스식탁, 세라믹식탁, 둥근식탁, 원목식탁, 일리스식탁의자, 내추럴의자, 원목의자, 조이S2, 책상세트, 조앤, 책상의자, 플렉스Z, 컴퓨터책상, 낮은책장, 서랍장, 플루드소파, 가죽소파, 바흐소파, 소파테이블, 블랑, 파사드거실장","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005",cos_0004,sty_0001
23941,입주예정 평택지제역자이 111b 빌트인 가구로 아이가 있어도 깔끔한 수납,"1인리클라이너, 도무스, 리니아식탁, 바흐식탁, 세라믹식탁, 식탁의자, 리니아의자, 무브미, 고다, 가죽소파, 파사드, 거실장, 바흐, 아르페, 세라믹테이블, 북선반, 부티크침대, 패브릭침대, 가죽침대, 멀티패널, 침대협탁, 스툴, 빌트인가구, 서랍장, 붙박이장, 스케치, 스케치붙박이장, 드레스룸, 바흐드레스룸, 행거, 시스템행거, 서랍장, 서재, 유닛, 유닛책상, 유닛책장, 조이S2, 조이, 책상세트, 조명침대, 수납침대, 조앤, 책상의자, 핑크인테리어","spa_0001,spa_0009,spa_0006,spa_0002,spa_0003,spa_0005",cos_0003,sty_0002
23942,입주예정 평택지제역자이 127a 로쉬 라운지 벤치로 소통이 가득한 서재,"6인식탁, 우드식탁, 식탁의자, 우드의자, 가죽소파, 4인소파, 도무스, 1인리클라이너, 파사드, 거실장, 뉴트럴화이트, 호텔침대, 루바, 아트월, 멀티패널, 침대협탁, 화장대, 붙박이장, 스케치, 스케치붙박이장, 드레스룸, 바흐드레스룸, 행거, 시스템행거, 거울도어, 시에나침대, 패브릭침대, 사이드테이블, 시에나테이블, 붙박이장, 자붙박이장, 시에나협탁, 침대협탁, 레이어드소파, 패브릭소파, 블랑, 사이드테이블, 플렉스Z, 책장, 6단책장, 로쉬, 로쉬식탁, 로쉬식탁의자, 로쉬라운지벤치, 서재","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_9999",cos_0003,sty_0002
23948,입주예정 평택지제역자이 79b 카펫을 활용한 공간 분리,"가죽소파, 코지사이드테이블, 파사드, 거실장, 뉴트럴화이트, 호텔침대, 루바, 아트월, 멀티패널, 협탁, 서랍장, 유로604, 화장대, 드레스룸, 붙박이장, 스윙붙박이장, 서랍장, 3단서랍장, 오슬로식탁, 세라믹식탁, 포레, 식탁의자, 포레의자, 조이, 조이S2, 조명침대, 수납침대, 플렉스Z, 컴퓨터책상, 자녀방, 공부방","spa_0001,spa_0009,spa_0006,spa_0003,spa_9999",cos_0004,sty_0002
23957,수원 영통 건영2차 아파트 37평 최고의 공간 활용 극대화 인테리어,"한샘, 한샘드레스룸, 드레스룸꾸미기, 드레스룸인테리어, 인테리어, 리모델링, 가벽설치, 한샘, 한샘리모델링, 한샘인테리어, 안방꾸미기, 안방인테리어, 한샘안방, 한샘가구, 한샘pkg, 한샘, 한샘리모델링, 한샘인테리어, 한샘부엌, 키친바흐, 한샘키친바흐, 건영2차부엌, 한샘, 한샘리모델링, 한샘인테리어, 한샘자녀방, 자녀방인테리어, 자녀방가구, 한샘가구, 한샘, 한샘리모델링, 한샘인테리어, 한샘pkg, 건영2차, 리모델링, 인테리어, 실링팬, 한샘, 한샘바스, 타일바스, 한샘욕실, 조명거울, 욕실인테리어, 욕실리모델링, 건영2차, 한샘, 한샘욕실, 한샘바스, 타일욕실, 한샘인테리어, 한샘리모델링, 한샘, 한샘인테리어, 한샘리모델링, 한샘서재, 서재인테리어, 서재리모델링, 한샘가구, 한샘, 한샘인테리어, 한샘리모델링, 한샘pkg, 리모델링, 인테리어, 건영2차, 루버, 템바보드, 한샘부엌, 키친바흐, 건영2차부엌, 한샘리모델링, 한샘부엌공사, 한샘부엌시공, 한샘키친","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_9999",cos_0009,sty_0002
23959,울주군 굴화주공 24평 작은 평수에 수납가득 넓은 주방과 세탁방 만들기,"거실, 거실인테리어, 거실리모데링, 거실확장, 거실아치게이트, 다이닝룸, 다이닝공간, 거실다이닝, 거실, 거실인테리어, 거실홈바, 거실홈카페, 거실다이닝공간, 거실다이닝룸, 다이닝룸, 세탁방, 세탁실, 드레스룸, 건조기, 트윈건조기, 주방, 주방구조, 주방인테리어, 20평대주방, 자주방, 현관, 현관인테리어, 현관중문, 3연동중문, 현관장, 신발장, 현관가벽, 현관리모델링","spa_0008,spa_0001,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999",cos_0006,sty_0004
23966,입주예정 평택지제역자이 79a 다양한 용도로 활용하는 멀티룸 가구 배치,"유로503, 프레임오크, 호텔침대, 우드침대, 멀티패널, 협탁, 거실장, 인칸토식탁, 세라믹식탁, 바흐701, 포레, 식탁의자, 포레컴포트의자, 조이S2, 조이, 조명침대, 수납침대, 옷장, 책상세트, 책상의자, 자녀방, 공부방, 토브, 바흐709, 패브릭소파, 모듈소파, 아카이브, 거실장, 수납장, 유로큐브테이블, 플랫, 유로501, 화이트테이블, 장식장, 책장, 서재","spa_0001,spa_0009,spa_0006,spa_0002,spa_0005,spa_9999",cos_0003,sty_0001
23971,남구 달동 삼성아파트 31평 연식이 느껴지지 않도록 깔끔한 모던 베이지 스타일,"거실, 거실인테리어, 거실장, 거실조명, 거실TV, TV장, 다운라이트, 매입조명, 안방, 안방수납장, 붙박이장, 안방붙박이장, 빌트인붙박이장, 욕실인테리어, 욕실리모델링, UBR욕실, 한샘바스, 한샘욕실, 주방, 주방인테리어, 주방리모델링, 주방, 주방인테리어, 주방리모델링, 자주방, 20평대주방, 주방디자인, 주방냉장고, 주방구조, 자주방, 주방수납장, 키큰장, 주방인테리어, 주방리모델링, 주방식탁, 식탁자리, 20평대주방식탁, 20평대주방, 식탁, 침실인테리어, 침대인테리어, 침대, 침대헤드, 수납형침대, 현관, 현관인테리어, 현관리모델링, 현관중문, 3연동중문, 현관디자인, 현관장, 현관신발장, 신발장, 방화문, 현관타일, 현관선반, 벽선반","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",cos_0008,sty_0004
23974,수원시 영통 건영2차아파트 49평 구조 확장으로 이렇게 변한다고 한번 확인해볼까,"한샘, 한샘리모델링, 한샘바스, 타일욕실, 한샘욕실, 조명거울, 한샘인테리어, 한샘, 한샘부엌, 한샘키친, 한샘유로부엌, 한샘유로700, 아일랜드부엌, 부엌인테리어, 부엌리모델링, 한샘, 한샘아이방, 한샘리모델링, 한샘인테리어, 아이방꾸미기, 자녀방꾸미기, 한샘가구, 한샘, 한샘욕실, 한샘바스, 타일욕실, 샤워부스, 한샘인테리어, 한샘리모델링, 유로바스, 조명거울, 한샘, 한샘인테리어, 한샘가구, 한샘리모델링, 한샘pkg, 루버, 한샘, 한샘인테리어, 한샘리모델링, 서재꾸미기, 서재인테리어, 서재리모델링, 한샘가구, 루버, 한샘, 한샘파우더룸, 파우더룸꾸미기, 루버, 파우더룸인테리어, 한샘리모델링, 한샘가구, 한샘, 한샘pkg, 한샘리모델링, 한샘인테리어, 건영2차아파트, 한샘부엌, 한샘, 한샘리모델링, 부엌인테리어, 냉장고장, 키큰장, 한샘아일랜드부엌, 한샘유로700","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_9999",cos_0009,sty_0002
23986,화이트로 완성한 모던하우스,"3연동중문, 한샘중문, 소음차단, 모던중문, 베이지키친, 자주방, 모던주방, 팬던트조명, 밝은주방, 싱크대필름, 은은한아트월, 연그레이아트월, 와이드아트월, 환한거실, 한샘월플러스, 핑크타일욕실, 러블리욕실, 투명유리파티션, 베이지젠다이, 미끄럼방지","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0002
23995,포근한 햇살가득 하우스,"매트화이트, 무광키친, 화이트주방, 자주방, 사각싱크볼, 매트화이트, 빌트인플러스, 빌트인파우더장, 다운라이트, 강마루, 심플거실, 오크마루, 강마루, 간접조명, 매립등, 글라스도어, 화이트현관장, 행잉형현관장, 테라조타일, 화이트현관, 매트화이트, 휴플로어, 휴판넬, 심플욕조, 테라조젠다이, 거울장, 휴플로어, 휴판넬, 테라조패턴","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0004
24007,실용성 있는 주방으로 재탄생,"매트화이트, 우물천장, 대면형주방, 키친판넬, 슬림행거조명",spa_0010,,sty_0004
24008,주방 중문의 공간분리 효과가 돋보이는 화이트 하우스,"3연동중문, 망입유리, 행잉현관장, 화이트현관장, 매트화이트, 매트화이트, 아일랜드, 냉장고장, 화이트주방, 11자주방, 대면형주방, 베이지붙박이장, 대용량수납, 글라스도어, 한샘도어, abs도어, 슬라이딩중문, 주방중문, 주방공간분리, 월플러스, 화이트도배, 한샘창호, 매입등, 강마루, 줄눈타일, 베이지젠다이, 심플욕조, 휴플로어, 휴판넬, 카라라판넬","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0004
24011,목동 1차우성아파트 31평 딥그레이 호텔 욕실로 모던하게 변신,"젠다이, 그레이욕실, 딥그레이욕조, 거울장, 반다리세면대",spa_0007,,sty_0004
24016,대전 복수동 초록마을1단지아파트 41평 카페 온 듯한 느낌의 키친 인테리어,"유로터치, 터치화이트, 냉장고장, 화이트주방, 자주방",spa_0010,,sty_0004
24024,대구 다사 한일유앤아이 33평 베이지 톤으로 연출한 따뜻한 공간,"3연동중문, 화이트중문, 현관장, 무드베이지, 현관필름, 매입등, 간접조명, 아트월, 우물천장, 거실확장, 핑크타일, 템바보드, 투명파티션, 욕실젠다이, LED거울, 한샘주방, 자주방, 베이지주방, 매트화이트, 빌트인수납장","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011",,sty_0002
24025,은은한 조명과 더불어 채광 맛집,"낮은현관장, 행잉형현관장, 매트화이트, 자주방, 무광도어, 아일랜드, 사각싱크볼, 침니후드, 우물천장, 등박스, 실링팬, 매입등, 이노실링, 템바보드, 아치게이트, 우드포인트, 우드루버, 포세린타일, 그레이타일, 젠다이, 거울장, 간접조명, 포세린타일, 템바보드, 우드루버, 슬라이딩중문","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011",,sty_0001
24026,심플 모던 스타일로 세련되게,"3연동중문, 매트화이트, 화이트현관장, 행잉형현관장, 초슬림중문, 그레이벽지, 빌트인파우더장, 빌트인붙박이장, 매트화이트, 매트그레이, 빌트인플러스, 빌트인장식장, 빌트인수납장, 심플욕실, 브론즈파티션, 우드거울장, 휴플로어, 카고베이지, 월플러스, 아트월, 슬림등, 엣지등, 이노실링, 플랫그레이, 키친판넬, 카라라화이트, 마블판넬, 그레이주방, 자주방","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011",,sty_0002
24027,심플하게 꾸민 모던 인테리어,"월플러스, 우물천장, 거실등, 엣지등, 거실확장, 카고그레이, 휴플로어, 휴판넬, 브론즈파티션, 그레이욕실, 모던욕실, 퓨어그레이, 유광그레이, 그레이주방, 자주방, 그레이도어, 팬던트조명, 주방등","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011",,sty_0001
24031,산뜻한 화이트 하우스,"슬라이딩중문, 화이트중문, 유리중문, 화이트인테리어, 우물천장, 간접조명, 매입등, 젠다이, LED거울, 간접조명, 욕조, 샤워부스, 한샘주방, 11자주방, 화이트주방, 아일랜드, 라인조명","spa_0001,spa_0010,spa_0007,spa_0011",,sty_0004
24032,화이트 우드 자연친화적 공간,"자주방, 사각싱크볼, 골드수전, 우드수납장, 앤틱인테리어, 매입등, 가벽, 아치형문, 화이트인테리어, 여닫이중문, 아치형중문, 우드중문, 모루유리","spa_0001,spa_0010,spa_0011,spa_9999",,sty_0001
24033,크림 베이스로 따스함이 느껴지는 공간,"매입등, TV박스, 화이트인테리어, 여닫이중문, 화이트중문, 모루유리, 자가벽, 아치형거울, 젠다이, 거울수납장, 간접조명, 투명파티션, 벽선반, 한샘주방, 자주방, 아일랜드, 사각싱크볼, 라인조명","spa_0001,spa_0010,spa_0007,spa_0011",,sty_0004
24034,대구 삼덕동 나누리아파트 42평 취향 가득한 공간으로 집에서 즐기는 지중해,"붙박이장, 파우더장, 플랫화이트, 조명리모컨, 아치형문, 홈바, 바체어, 간접조명, 벽선반, 한샘욕실, LED거울, 해바라기수전, 휴판넬, 휴플로어, 한샘주방, 자주방, 블루주방, 매트화이트, 펜던트조명","spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0004,spa_0011",,sty_0002
24035,실링팬으로 기능과 심미성 모두 잡은 모노톤 인테리어,"자주방, 블랙주방, 터치블랙, 사각싱크볼, 라인조명, 아일랜드, 스윙중문, 화이트중문, 현관장, 행잉형현관장, 간접조명, 실링팬, 우물천장, 간접조명, 시스템에어컨, 강마루, 템바보드, 블랙템바보드, 아트월, 침대헤드, 매립등","spa_0001,spa_0009,spa_0010,spa_0011",,sty_0002
24036,내추럴한 매력의 화이트 우드 인테리어,"11자주방, 화이트주방, 아일랜드, 아일랜드후드, 사각싱크볼, 히든도어, 펜던트조명, 간살중문, 우드중문, 슬라이딩중문, 현관장, 행잉형현관장, 거울도어, 실링팬, 우드실링팬, 우물천장, 간접조명, 라인조명, 젠다이, 거울수납장, 우드수납장, 포세린타일, 그레이타일","spa_0001,spa_0010,spa_0007,spa_0011",,sty_0001
24037,은은한 웜화이트로 깔끔하게 정돈된 공간,"3연동중문, 화이트중문, 모루유리, 우물천장, LED조명, 간접등, 우드프레임, 터닝도어, 한샘주방, 화이트주방, 자주방, 아일랜드, 라인조명","spa_0001,spa_0010,spa_0011,spa_9999",,sty_0004
24038,마음이 편안해지는 내추럴 감성,"슬라이딩중문, 블랙중문, 현관장, 매트화이트, 간접조명, 자주방, 우드주방, 아일랜드, 천장형후드, 라인조명","spa_0001,spa_0010,spa_0011,spa_9999",,sty_0001
24039,맑고 화사한 새로운 보금자리,"자주방, 화이트주방, 블랙포인트, 카라라타일, 침니후드, 방확장, 벤치장, 평상, 윈도우시트, 수납장, 실링팬, 매입등, 폴딩도어, 화이트몰딩, 여닫이중문, 네이비중문, 골드손잡이, 현관장, 팔각거울","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0011",,sty_0004
24040,젊은 감각의 화이트 인테리어,"한샘주방, 자주방, 화이트주방, 빌트인후드, 키친핏냉장고, 현관장, 거울도어, 간접조명, 포세린타일","spa_0001,spa_0010,spa_0011,spa_9999",,sty_0004
24041,대구 지산동 동서아파트 51평 대비감을 주는 컬러로 세련된 인테리어,"거실확장, 매입등, 간접조명, 그레이벽지, 옐로우벽지, 네이비도어, 붙박이장, 매립등, 투톤타일, 네이비타일, 타원형거울, 샤워파티션, 해바라기수전, 한샘주방, 자주방, 아일랜드식탁, 벽선반, 매입등","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0011",,sty_0002
24042,깔끔하게 변신한 설레는 신혼집,"매입등, 가벽, 하프파테션, 화이트인테리어, 젠다이, 거울수납장, 간접조명, 투명파티션, 벽선반, 한샘주방, 자주방, 화이트주방, 벽선반, 우드포인트","spa_0008,spa_0001,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0004
24043,미니멀한 분위기에 아늑함을 더한 공간,"붙박이장, 수납장, 테라조타일, 실링팬, 우물천장, 매입등, 폴리싱타일, 쉬폰커튼, 한샘주방, 11자주방, 화이트주방, 아일랜드, 플랩장","spa_0001,spa_0010,spa_0004,spa_0011",,sty_0001
24044,세련되고 깨끗한 분위기 연출,"매입등, 터닝도어, 화이트인테리어, 젠다이, 거울수납장, 간접조명, 욕조, 베이지인테리어, 한샘주방, 자주방, 화이트주방, 사각싱크볼, 포세린타일","spa_0008,spa_0001,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0004
24047,포근함이 느껴지는 미드 센추리 감성,"자주방, 화이트부엌, 원목식탁, 플랩장, 레일조명, 포세린키친타일, 아치형게이트, 터닝도어, 조적젠다이, 은경슬라이딩장, 욕조, 해바라샤워기, 테라조타일, 모자이크타일, 현관파티션, 아치형창문, 소파테이블, 패브릭소파, 러그, 행잉형현관장, LED거실등","spa_0001,spa_0010,spa_0002,spa_0007",,sty_0001
24049,서울 양천구 신정현대5차아파트 41평 공간 가치를 상승시키는 웨인스코팅의 우아함,"자주방, 네이비주방, 골드손잡이, 클래식인테리어, 펜던트조명, 슬라이딩중문, 골드프레임, 현관장, 골드손잡이, 카라라타일, 웨인스코팅, 헤링본타일, 커튼박스, 간접조명, 벽조명, 퍼플벽지, 펜던트조명","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0011,spa_9999",,sty_0003
24051,웜화이트 색상으로 포근한 우리 집 완성,"3연동중문, 블랙중문, 망입유리, 자주방, 화이트주방, 가벽, 빌트인후드, 베이지타일","spa_0008,spa_0001,spa_0010,spa_0004,spa_0011,spa_9999",,sty_0004
24052,인천 연수구 송도더샵그린워크3차 45평 모노톤으로 깔끔하고 단정하게,"자주방, 그레이주방, 아일랜드, 사각싱크볼, 라인조명, 여닫이중문, 스윙도어, 골드프레임, 우물천장, 간접조명, 시스템에어컨, 매입등, 모던인테리어","spa_0001,spa_0010,spa_0011",,sty_0002
24055,무광 타일로 세련된 그레이 모던 인테리어,"11자주방, 그레이주방, 사각싱크볼, 침니후드, 아일랜드, 블랙상판, 다이닝룸, 세라믹식탁, 스틸식탁, 6인용식탁, 펜던트조명, 우물천장, 간접조명, LED조명, 포세린타일, 그레이타일, 1인리클라이너","spa_0001,spa_0010,spa_0002",,sty_0002
24056,우드 포인트로 자연 친화적인 신혼집,"자주방, 아일랜드, 우드포인트, 천장형후드, 라인조명, 우물천장, 간접조명, 실링팬, 매입등","spa_0001,spa_0010,spa_0011,spa_9999",,sty_0001
24058,도시적인 세련미와 시크함이 묻어나는 공간,"3연동중문, 화이트중문, 유리중문, 드레스룸, 붙박이장, 파우더장, 육각거울, 골드프레임, 자주방, 아일랜드, 블랙주방, 모던주방, 주방수납, 우물천장, 간접조명, 시스템에어컨, 포세린타일","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0011,spa_9999",,sty_0002
24061,서울 강남구 역삼동 래미안그레이튼2차 26평 성장하는 자녀를 위한 공간,"자주방, 화이트주방, 주방확장, 펜던트조명, 슬라이딩중문, 블랙중문, 현관장, 매트화이트, 우물천장, 매입등, 포세린타일, 책선반, 젠다이, 거울수납장, 조적파티션, 타일육가, 베이지타일","spa_0008,spa_0001,spa_0010,spa_0002,spa_0007,spa_0011",,sty_0002
24062,두 사람을 위한 드림 하우스,"자주방, 아일랜드식탁, 세로타일, 침니후드, 플랩장, 여닫이중문, 우드중문, 모루유리, 가벽, 매입등","spa_0001,spa_0010,spa_0011",,sty_0004
24064,인천 송도웰카운티1단지 43평 아이를 위해 최적화된 공간,"거실확장, 우물천장, 헤링본마루, 플랜테리어, 자주방, 블랙주방, 블랙미러, 펜던트조명, 침니후드, 슬라이딩중문, 블랙중문, 현관장, 간접조명, 패턴타일, 투톤벽지, 블루벽지, 매입등, 커튼박스, 놀이방, 펜던트조명, 헤링본타일, 그레이벽지, 클래식인테리어","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0011,spa_9999",,sty_0002
24065,따뜻한 나만의 홈카페를 만들다,"자주방, 우드주방, 한샘베일, 베일우드, 우드도어, 내추럴주방, 벤치장, 간살중문, 슬라이딩중문, 내추럴현관, 포세린타일, 행잉형현관장, 화이트현관장, 우물천장, 간접조명, 실링팬, 매입등, TV박스","spa_0001,spa_0010,spa_0011,spa_9999",,sty_0001
24067,화이트톤으로 맑고 화사하게,"여닫이중문, 블랙중문, 스윙도어, 현관장, 매입등, 한샘주방, 자주방, 화이트주방, 냉장고장, 키큰장","spa_0001,spa_0010,spa_0004,spa_0011",,sty_0004
24068,민트 컬러로 포인트를 준 싱그러운 공간,"자주방, 민트주방, 아일랜드식탁, 벽선반, 매입등, 젠다이, 거울수납장, 간접조명, 유리파티션, 베이지타일, 현관장, 매트화이트, 장식장, 민트포인트, 포세린타일","spa_0001,spa_0010,spa_0007,spa_0011",,sty_0004
24069,수납력 짱 효율성을 높인 공간,"자주방, 화이트주방, 아일랜드, 주방수납, 사각싱크볼, 붙박이장, 수납장, 맞춤수납, 매트화이트, 현관장, 블랙미러, 베이지도어, 포세린타일","spa_0001,spa_0009,spa_0010,spa_0011",,sty_0004
24071,일자 자 형 구조의 작은 주방 인테리어,"매트화이트, 자주방, 일자주방, 터닝도어, 키친판넬, HS상판, 냉장고장, 키큰장, 붙박이장, 슬라이딩장, LED조명, 매트화이트, 젠다이, 거울수납장, 간접조명, 벽선반, 포세린타일, 졸리컷, 무광수전, 포세린타일, 인테리어필름, 행잉형현관장, 매트화이트, 띄움시공, 한샘몰딩, 화이트벽지, 터닝도어, 엣지조명","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011",,sty_0004
24072,매트한 네이비 컬러로 포인트를 준 모던 인테리어,"네이비주방, 모노네이비, 모노캐시미어, 밀란모노, 아일랜드, 아일랜드후드, 키큰장, 슬라이딩중문, 블랙중문, 거울도어, 아트월, 월플러스, 휴장판, 한샘장판, LED조명, 거실등, 한샘바스, 피에트라, 휴판넬, 휴플로어, 젠다이, 거울수납장, 샤워파티션, 현관장, 행잉형현관장, 화이트현관장, 간접조명","spa_0008,spa_0001,spa_0010,spa_0007,spa_0011",,sty_0002
24073,진주 하대동 대화강변마을 23평 확장 없이 공간을 넓히는 방법,"3연동중문, 망입유리, 현관장, 테라조타일, 가벽, 빈티지인테리어, 노랑타일, 한샘주방, 자주방, 대리석상판, 아트월, 매입등, 장판, 플랜테리어, 베이지인테리어, 젠다이, 원형거울, 우드포인트, 베이지욕실","spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
24074,햇살 가득 품은 크림 인테리어,"3연동중문, 망입유리, 딥그린중문, 초슬림중문, 행잉형현관장, 거실확장, 화이트벽지, 화이트거실, 무드베이지, 베이지붙박이장, 대용량수납, 포세린타일, 그레이욕실, 거울장, 심플욕실, 미니멀욕실, 퓨어그레이, 퓨어화이트, 유광주방, 유광도어, 유광그레이, 자주방, 이음식탁","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011",,sty_0002
24075,다채로운 포인트 컬러로 나만의 개성 있는 하우스,"네이비중문, 여닫이중문, 양문형도어, 클래식중문, 행잉형현관장, 화이트현관장, 포세린타일, 딥그린벽지, 네이비벽지, 등박스, 바흐드레스룸, 한샘바흐, 럭셔리드레스룸, 월넛드레스룸, 퍼플포인트, 퍼플벽지, 바흐아일랜드, 아티골드, 아티골드그린, 내추럴바스, 내추럴상부장, 브론즈파티션, 아티골드, 아티골드그린, 아티골드카키, 내추럴바스, 포세린타일, 우물천장, 이노실링, 매입등, 월플러스, 등박스, 클래식다이닝, 팬던트조명, 퓨어그레이, 퍼플포인트, 냉장고장, 퍼플벽지, 매입등, 등박스, 퓨어그레이, 그레이주방, 유광주방, 유광도어, 유광그레이, 자주방, 핑크벽지, 퍼플벽지, 포인트벽지, 화이트붙박이장, 화이트파우더장, 등박스, 매입등","spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0003,spa_0005,spa_0007,spa_0004,spa_0011",,sty_0002
24076,깔끔하고 단정하게 변신한 하우스,"모던욕실, 그레이젠다이, 휴플로어, 카고그레이, 샤워파티션, 블루문선, 블루문틀, 블루도어, abs도어, 한샘도어, 블루중문, 딥그린중문, 여닫이중문, 클래식중문, 원도어중문, 화이트현관장, 오픈형드레스룸, 월넛행거, 바흐드레스룸, 바흐시스템장, 모던드레스룸, 화이트거실, 엣지등, 매입등, 그레이소파, 패브릭소파, 화이트주방, 화이트다이닝, 매트화이트, 자주방, 우드선반, abs도어, 한샘도어, 블루도어","spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0004,spa_0011,spa_9999",,sty_0002
24077,용인시 보라동 한보라더힐 34평 화이트 톤으로 새롭게 탄생,"매입등, 우물천장, 화이트벽지, 퓨어화이트, 유광화이트, 화이트도어, 유광도어, 자주방","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011",,sty_0004
24078,광주 진월동 진아리채 33평 은은한 조명으로 무드 업그레이드,"3연동중문, 딥그린중문, 망입유리, 화이트현관장, 슬림중문, 미가루버, 화이트파우더장, 마블상판, 우물천장, 매입등, 슬림등, 화이트주방, 매트화이트, 자주방, 화이트도어, 주방등, 슬림등, 휴판넬, 휴플로어, 카고모카, 화이트욕실, 젠다이","spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999",,sty_0004
24080,대구 월성동 월성e 편한세상 48평 심미성과 공간 활용까지 고려한 욕실 인테리어,"3연동중문, 초슬림중문, 망입유리, 화이트중문, 고시형중문, 블루판넬, 블루욕실, 화이트젠다이, 휴플로어, 카고딥그레이, 휴판넬, 휴플로어, 그레이젠다이","spa_0007,spa_0011",,sty_0004
